ID,Low Level Name,Mid Level Name,High Level Name,CIP Number,CIP Group Name
699,BIOLOGICAL SCIENCES,OTHER BIOLOGICAL SCIENCES,N/A,26.01,"Biology, General."
701,AGRICULTURAL AND VETERINARY SCIENCES,"AGRICULTURE, LAND AND FARM MANAGEMENT ",N/A,1.01,Agricultural Business and Management.
702,AGRICULTURAL AND VETERINARY SCIENCES,ANIMAL PRODUCTION,N/A,1.05,Agricultural and Domestic Animal Services.
703,AGRICULTURAL AND VETERINARY SCIENCES,CROP AND PASTURE PRODUCTION,N/A,1.03,Agricultural Production Operations.
704,AGRICULTURAL AND VETERINARY SCIENCES,FISHERIES SCIENCES,N/A,3.03,Fishing and Fisheries Sciences and Management.
705,AGRICULTURAL AND VETERINARY SCIENCES,FORESTRY SCIENCES,N/A,3.05,Forestry.
706,AGRICULTURAL AND VETERINARY SCIENCES,HORTICULTURAL PRODUCTION,N/A,1.06,Applied Horticulture and Horticultural Business Services.
707,AGRICULTURAL AND VETERINARY SCIENCES,VETERINARY SCIENCES,N/A,51.24,Veterinary Medicine.
799,AGRICULTURAL AND VETERINARY SCIENCES,OTHER AGRICULTURAL AND VETERINARY SCIENCES,N/A,1.00,"Agriculture, General."
801,INFORMATION AND COMPUTING SCIENCES,ARTIFICIAL INTELLIGENCE AND IMAGE PROCESSING,N/A,11.01,"Computer and Information Sciences, General."
802,INFORMATION AND COMPUTING SCIENCES,COMPUTATION THEORY AND MATHEMATICS,N/A,27.03,Applied Mathematics.
803,INFORMATION AND COMPUTING SCIENCES,COMPUTER SOFTWARE,N/A,11.08,Computer Software and Media Applications.
804,INFORMATION AND COMPUTING SCIENCES,DATA FORMAT,N/A,11.03,Data Processing.
805,INFORMATION AND COMPUTING SCIENCES,DISTRIBUTED COMPUTING,N/A,11.01,"Computer and Information Sciences, General."
806,INFORMATION AND COMPUTING SCIENCES,INFORMATION SYSTEMS,N/A,52.12,Management Information Systems and Services.
807,INFORMATION AND COMPUTING SCIENCES,LIBRARY AND INFORMATION STUDIES,N/A,25.01,Library Science and Administration.
899,INFORMATION AND COMPUTING SCIENCES,OTHER INFORMATION AND COMPUTING SCIENCES,N/A,11.01,"Computer and Information Sciences, General."
901,ENGINEERING,AEROSPACE ENGINEERING,N/A,14.02,"Aerospace, Aeronautical and Astronautical Engineering."
902,ENGINEERING,AUTOMOTIVE ENGINEERING,N/A,14.99,"Engineering, Other."
903,ENGINEERING,BIOMEDICAL ENGINEERING,N/A,14.05,Biomedical/Medical Engineering.
904,ENGINEERING,CHEMICAL ENGINEERING,N/A,14.07,Chemical Engineering.
905,ENGINEERING,CIVIL ENGINEERING,N/A,14.08,Civil Engineering.
906,ENGINEERING,ELECTRICAL AND ELECTRONIC ENGINEERING,N/A,14.10,"Electrical, Electronics and Communications Engineering."
907,ENGINEERING,ENVIRONMENTAL ENGINEERING,N/A,14.14,Environmental/Environmental Health Engineering.
908,ENGINEERING,FOOD SCIENCES,N/A,1.10,Food Science and Technology.
909,ENGINEERING,GEOMATIC ENGINEERING,N/A,14.08,Civil Engineering.
910,ENGINEERING,MANUFACTURING ENGINEERING,N/A,14.36,Manufacturing Engineering.
911,ENGINEERING,MARITIME ENGINEERING,N/A,14.22,Naval Architecture and Marine Engineering.
912,ENGINEERING,MATERIALS ENGINEERING,N/A,14.18,Materials Engineering
913,ENGINEERING,MECHANICAL ENGINEERING,N/A,14.19,Mechanical Engineering.
914,ENGINEERING,RESOURCES ENGINEERING AND EXTRACTIVE METALLURGY,N/A,14.21,Mining and Mineral Engineering.
915,ENGINEERING,INTERDISCIPLINARY ENGINEERING,N/A,14.99,"Engineering, Other."
999,ENGINEERING,OTHER ENGINEERING,N/A,14.99,"Engineering, Other."
1001,TECHNOLOGY,AGRICULTURAL BIOTECHNOLOGY,N/A,26.12,Biotechnology.
1002,TECHNOLOGY,ENVIRONMENTAL BIOTECHNOLOGY,N/A,26.12,Biotechnology.
1003,TECHNOLOGY,INDUSTRIAL BIOTECHNOLOGY,N/A,15.06,Industrial Production Technologies/Technicians.
1004,TECHNOLOGY,MEDICAL BIOTECHNOLOGY,N/A,14.05,Biomedical/Medical Engineering.
1005,TECHNOLOGY,COMMUNICATIONS TECHNOLOGIES,N/A,10.01,Communications Technology/Technician.
1006,TECHNOLOGY,COMPUTER HARDWARE,N/A,15.09,Mining and Petroleum Technologies/Technicians.
1007,TECHNOLOGY,NANOTECHNOLOGY,N/A,15.16,Nanotechnology.
1099,TECHNOLOGY,OTHER TECHNOLOGY,N/A,15.00,"Engineering Technology, General."
1101,MEDICAL AND HEALTH SCIENCES,MEDICAL BIOCHEMISTRY AND METABOLOMICS,N/A,26.02,"Biochemistry, Biophysics and Molecular Biology."
1102,MEDICAL AND HEALTH SCIENCES,CARDIORESPIRATORY MEDICINE AND HAEMATOLOGY,N/A,51.12,Medicine.
1103,MEDICAL AND HEALTH SCIENCES,CLINICAL SCIENCES,N/A,51.99,"Health Professions and Related Clinical Sciences, Other."
1104,MEDICAL AND HEALTH SCIENCES,COMPLEMENTARY AND ALTERNATIVE MEDICINE,N/A,51.33,Alternative and Complementary Medicine and Medical Systems.
1105,MEDICAL AND HEALTH SCIENCES,DENTISTRY,N/A,51.04,Dentistry.
1106,MEDICAL AND HEALTH SCIENCES,HUMAN MOVEMENT AND SPORTS SCIENCE,N/A,31.05,Health and Physical Education/Fitness.
1107,MEDICAL AND HEALTH SCIENCES,IMMUNOLOGY,N/A,26.05,Microbiological Sciences and Immunology.
1108,MEDICAL AND HEALTH SCIENCES,MEDICAL MICROBIOLOGY,N/A,26.05,Microbiological Sciences and Immunology.
1109,MEDICAL AND HEALTH SCIENCES,NEUROSCIENCES,N/A,26.15,Neurobiology and Neurosciences.
1110,MEDICAL AND HEALTH SCIENCES,NURSING,N/A,51.16,Nursing.
1111,MEDICAL AND HEALTH SCIENCES,NUTRITION AND DIETETICS,N/A,51.31,Dietetics and Clinical Nutrition Services.
1112,MEDICAL AND HEALTH SCIENCES,ONCOLOGY AND CARCINOGENESIS,N/A,51.12,Medicine.
1113,MEDICAL AND HEALTH SCIENCES,OPHTHALMOLOGY AND OPTOMETRY,N/A,51.17,Optometry.
1114,MEDICAL AND HEALTH SCIENCES,PAEDIATRICS AND REPRODUCTIVE MEDICINE,N/A,51.12,Medicine.
1115,MEDICAL AND HEALTH SCIENCES,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES,N/A,26.10,Pharmacology and Toxicology.
1116,MEDICAL AND HEALTH SCIENCES,MEDICAL PHYSIOLOGY,N/A,26.09,"Physiology, Pathology and Related Sciences."
1117,MEDICAL AND HEALTH SCIENCES,PUBLIC HEALTH AND HEALTH SERVICES,N/A,51.22,Public Health.
1199,MEDICAL AND HEALTH SCIENCES,OTHER MEDICAL AND HEALTH SCIENCES,N/A,51.00,"Health Services/Allied Health/Health Sciences, General."
1201,BUILT ENVIRONMENT AND DESIGN,ARCHITECTURE,N/A,4.02,Architecture.
1202,BUILT ENVIRONMENT AND DESIGN,BUILDING,N/A,46.04,"Building/Construction Finishing, Management, and Inspection."
1203,BUILT ENVIRONMENT AND DESIGN,DESIGN PRACTICE AND MANAGEMENT,N/A,50.04,Design and Applied Arts.
1204,BUILT ENVIRONMENT AND DESIGN,ENGINEERING DESIGN,N/A,15.13,Drafting/Design Engineering Technologies/Technicians.
1205,BUILT ENVIRONMENT AND DESIGN,URBAN AND REGIONAL PLANNING,N/A,4.03,"City/Urban, Community and Regional Planning."
1299,BUILT ENVIRONMENT AND DESIGN,OTHER BUILT ENVIRONMENT AND DESIGN,N/A,4.04,Environmental Design.
1301,EDUCATION,EDUCATION SYSTEMS,N/A,13.01,"Education, General."
1302,EDUCATION,CURRICULUM AND PEDAGOGY,N/A,13.03,Curriculum and Instruction.
1303,EDUCATION,SPECIALIST STUDIES IN EDUCATION,N/A,13.13,"Teacher Education and Professional Development, Specific Subject Areas."
1399,EDUCATION,OTHER EDUCATION,N/A,13.99,"Education, Other."
1401,ECONOMICS,ECONOMIC THEORY,N/A,45.06,Economics.
1402,ECONOMICS,APPLIED ECONOMICS,N/A,45.06,Economics.
1403,ECONOMICS,ECONOMETRICS,N/A,45.06,Economics.
1499,ECONOMICS,OTHER ECONOMICS,N/A,45.06,Economics.
1501,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES ","ACCOUNTING, AUDITING AND ACCOUNTABILITY ",N/A,52.03,Accounting and Related Services.
1502,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES ","BANKING, FINANCE AND INVESTMENT ",N/A,52.08,Finance and Financial Management Services.
1503,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES ",BUSINESS AND MANAGEMENT,N/A,52.02,"Business Administration, Management and Operations."
1504,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES ",COMMERCIAL SERVICES,N/A,52.01,"Business/Commerce, General."
1505,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES ",MARKETING,N/A,52.14,Marketing.
1506,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES ",TOURISM,N/A,52.09,Hospitality Administration/Management.
1507,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES ",TRANSPORTATION AND FREIGHT SERVICES,N/A,49.99,"Transportation and Materials Moving, Other."
1599,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES ","OTHER COMMERCE, MANAGEMENT, TOURISM AND SERVICES ",N/A,52.99,"Business, Management, Marketing, and Related Support Services, Other."
1601,STUDIES IN HUMAN SOCIETY,ANTHROPOLOGY,N/A,45.02,Anthropology.
1602,STUDIES IN HUMAN SOCIETY,CRIMINOLOGY,N/A,45.04,Criminology.
1603,STUDIES IN HUMAN SOCIETY,DEMOGRAPHY,N/A,45.05,Demography and Population Studies.
1604,STUDIES IN HUMAN SOCIETY,HUMAN GEOGRAPHY,N/A,45.07,Geography and Cartography.
1605,STUDIES IN HUMAN SOCIETY,POLICY AND ADMINISTRATION,N/A,44.05,Public Policy Analysis.
1606,STUDIES IN HUMAN SOCIETY,POLITICAL SCIENCE,N/A,45.10,Political Science and Government.
1607,STUDIES IN HUMAN SOCIETY,SOCIAL WORK,N/A,44.07,Social Work.
1608,STUDIES IN HUMAN SOCIETY,SOCIOLOGY,N/A,45.11,Sociology.
1699,STUDIES IN HUMAN SOCIETY,OTHER STUDIES IN HUMAN SOCIETY,N/A,24.01,"Liberal Arts and Sciences, General Studies and Humanities."
1701,PSYCHOLOGY AND COGNITIVE SCIENCES,PSYCHOLOGY,N/A,42.01,"Psychology, General."
1702,PSYCHOLOGY AND COGNITIVE SCIENCES,COGNITIVE SCIENCES,N/A,30.25,Cognitive Science.
1799,PSYCHOLOGY AND COGNITIVE SCIENCES,OTHER PSYCHOLOGY AND COGNITIVE SCIENCES,N/A,42.99,"Psychology, Other."
1801,LAW AND LEGAL STUDIES,LAW,N/A,22.01,Law.
1802,LAW AND LEGAL STUDIES,MAORI LAW,N/A,22.01,Law.
1899,LAW AND LEGAL STUDIES,OTHER LAW AND LEGAL STUDIES,N/A,22.01,Law.
1901,STUDIES IN CREATIVE ARTS AND WRITING,ART THEORY AND CRITICISM,N/A,50.07,Fine and Studio Arts.
1902,STUDIES IN CREATIVE ARTS AND WRITING,"FILM, TELEVISION AND DIGITAL MEDIA ",N/A,50.06,Film/Video and Photographic Arts.
1903,STUDIES IN CREATIVE ARTS AND WRITING,JOURNALISM AND PROFESSIONAL WRITING,N/A,9.04,Journalism.
1904,STUDIES IN CREATIVE ARTS AND WRITING,PERFORMING ARTS AND CREATIVE WRITING,N/A,50.01,"Visual and Performing Arts, General."
1905,STUDIES IN CREATIVE ARTS AND WRITING,VISUAL ARTS AND CRAFTS,N/A,50.01,"Visual and Performing Arts, General."
1999,STUDIES IN CREATIVE ARTS AND WRITING,OTHER STUDIES IN CREATIVE ARTS AND WRITING,N/A,23.05,Creative Writing.
2001,"LANGUAGE, COMMUNICATION AND CULTURE ",COMMUNICATION AND MEDIA STUDIES,N/A,9.01,Communication and Media Studies.
2002,"LANGUAGE, COMMUNICATION AND CULTURE ",CULTURAL STUDIES,N/A,30.26,Cultural Studies/Critical Theory and Analysis.
2003,"LANGUAGE, COMMUNICATION AND CULTURE ",LANGUAGE STUDIES,N/A,16.01,"Linguistic, Comparative, and Related Language Studies and Services."
2004,"LANGUAGE, COMMUNICATION AND CULTURE ",LINGUISTICS,N/A,16.01,"Linguistic, Comparative, and Related Language Studies and Services."
2005,"LANGUAGE, COMMUNICATION AND CULTURE ",LITERARY STUDIES,N/A,23.14,Literature.
2099,"LANGUAGE, COMMUNICATION AND CULTURE ","OTHER LANGUAGE, COMMUNICATION AND CULTURE ",N/A,9.01,Communication and Media Studies.
2101,HISTORY AND ARCHAEOLOGY,ARCHAEOLOGY,N/A,45.03,Archeology.
2102,HISTORY AND ARCHAEOLOGY,CURATORIAL AND RELATED STUDIES,N/A,30.14,Museology/Museum Studies.
2103,HISTORY AND ARCHAEOLOGY,HISTORICAL STUDIES,N/A,54.01,History.
2199,HISTORY AND ARCHAEOLOGY,OTHER HISTORY AND ARCHAEOLOGY,N/A,54.01,History.
2201,PHILOSOPHY AND RELIGIOUS STUDIES,APPLIED ETHICS,N/A,38.01,Philosophy.
2202,PHILOSOPHY AND RELIGIOUS STUDIES,HISTORY AND PHILOSOPHY OF SPECIFIC FIELDS,N/A,38.01,Philosophy.
2203,PHILOSOPHY AND RELIGIOUS STUDIES,PHILOSOPHY,N/A,38.01,Philosophy.
2204,PHILOSOPHY AND RELIGIOUS STUDIES,RELIGION AND RELIGIOUS STUDIES,N/A,38.02,Religion/Religious Studies.
2299,PHILOSOPHY AND RELIGIOUS STUDIES,OTHER PHILOSOPHY AND RELIGIOUS STUDIES,N/A,38.99,"Philosophy and Religious Studies, Other."
8101,DEFENCE,DEFENCE,N/A,28.06,Security Policy and Strategy.
8201,PLANT PRODUCTION AND PLANT PRIMARY PRODUCTS,FORESTRY,N/A,3.05,Forestry.
8202,PLANT PRODUCTION AND PLANT PRIMARY PRODUCTS,HORTICULTURAL CROPS,N/A,1.11,Plant Sciences.
8203,PLANT PRODUCTION AND PLANT PRIMARY PRODUCTS,INDUSTRIAL CROPS,N/A,1.11,Plant Sciences.
8204,PLANT PRODUCTION AND PLANT PRIMARY PRODUCTS,SUMMER GRAINS AND OILSEEDS,N/A,1.11,Plant Sciences.
8205,PLANT PRODUCTION AND PLANT PRIMARY PRODUCTS,WINTER GRAINS AND OILSEEDS,N/A,1.11,Plant Sciences.
8206,PLANT PRODUCTION AND PLANT PRIMARY PRODUCTS,HARVESTING AND PACKING OF PLANT PRODUCTS,N/A,1.01,Agricultural Business and Management.
8298,PLANT PRODUCTION AND PLANT PRIMARY PRODUCTS,ENVIRONMENTALLY SUSTAINABLE PLANT PRODUCTION,N/A,1.03,Agricultural Production Operations.
8299,PLANT PRODUCTION AND PLANT PRIMARY PRODUCTS,OTHER PLANT PRODUCTION AND PLANT PRIMARY PRODUCTS,N/A,1.03,Agricultural Production Operations.
8301,ANIMAL PRODUCTION AND ANIMAL PRIMARY PRODUCTS,FISHERIES - AQUACULTURE,N/A,3.03,Fishing and Fisheries Sciences and Management.
8302,ANIMAL PRODUCTION AND ANIMAL PRIMARY PRODUCTS,FISHERIES - WILD CAUGHT,N/A,3.03,Fishing and Fisheries Sciences and Management.
8303,ANIMAL PRODUCTION AND ANIMAL PRIMARY PRODUCTS,LIVESTOCK RAISING,N/A,1.09,Animal Sciences.
8304,ANIMAL PRODUCTION AND ANIMAL PRIMARY PRODUCTS,"PASTURE, BROWSE AND FODDER CROPS ",N/A,1.11,Plant Sciences.
8305,ANIMAL PRODUCTION AND ANIMAL PRIMARY PRODUCTS,PRIMARY ANIMAL PRODUCTS,N/A,1.03,Agricultural Production Operations.
8398,ANIMAL PRODUCTION AND ANIMAL PRIMARY PRODUCTS,ENVIRONMENTALLY SUSTAINABLE ANIMAL PRODUCTION,N/A,1.03,Agricultural Production Operations.
8399,ANIMAL PRODUCTION AND ANIMAL PRIMARY PRODUCTS,OTHER ANIMAL PRODUCTION AND ANIMAL PRIMARY PRODUCTS,N/A,1.09,Animal Sciences.
8401,MINERAL RESOURCES (EXCL. ENERGY RESOURCES),MINERAL EXPLORATION,N/A,14.21,Mining and Mineral Engineering.
8402,MINERAL RESOURCES (EXCL. ENERGY RESOURCES),PRIMARY MINING AND EXTRACTION OF MINERAL RESOURCES,N/A,14.21,Mining and Mineral Engineering.
8403,MINERAL RESOURCES (EXCL. ENERGY RESOURCES),FIRST STAGE TREATMENT OF ORES AND MINERALS,N/A,14.21,Mining and Mineral Engineering.
8498,MINERAL RESOURCES (EXCL. ENERGY RESOURCES),ENVIRONMENTALLY SUSTAINABLE MINERAL RESOURCE ACTIVITIES,N/A,14.21,Mining and Mineral Engineering.
8499,MINERAL RESOURCES (EXCL. ENERGY RESOURCES),OTHER MINERAL RESOURCES (EXCL. ENERGY RESOURCES),N/A,14.21,Mining and Mineral Engineering.
8501,ENERGY,ENERGY EXPLORATION,N/A,14.39,Geological/Geophysical Engineering.
8502,ENERGY,MINING AND EXTRACTION OF ENERGY RESOURCES,N/A,14.39,Geological/Geophysical Engineering.
8503,ENERGY,PREPARATION AND PRODUCTION OF ENERGY SOURCES,N/A,15.05,Environmental Control Technologies/Technicians.
8504,ENERGY,ENERGY TRANSFORMATION,N/A,15.05,Environmental Control Technologies/Technicians.
8505,ENERGY,RENEWABLE ENERGY,N/A,15.05,Environmental Control Technologies/Technicians.
8506,ENERGY,"ENERGY STORAGE, DISTRIBUTION AND SUPPLY ",N/A,14.1,"Electrical, Electronics and Communications Engineering."
8507,ENERGY,ENERGY CONSERVATION AND EFFICIENCY,N/A,15.05,Environmental Control Technologies/Technicians.
8598,ENERGY,ENVIRONMENTALLY SUSTAINABLE ENERGY ACTIVITIES,N/A,15.05,Environmental Control Technologies/Technicians.
8599,ENERGY,OTHER ENERGY,N/A,15.05,Environmental Control Technologies/Technicians.
8601,MANUFACTURING,PROCESSED FOOD PRODUCTS AND BEVERAGES (EXCL. DAIRY PRODUCTS),N/A,1.04,Agricultural and Food Products Processing.
8602,MANUFACTURING,DAIRY PRODUCTS,N/A,1.03,Agricultural Production Operations.
8603,MANUFACTURING,"PROCESSED NON-FOOD AGRICULTURE PRODUCTS (EXCL. WOOD, PAPER AND FIBRE) ",N/A,1.99,"Agriculture, Agriculture Operations, and Related Sciences, Other."
8604,MANUFACTURING,"LEATHER PRODUCTS, FIBRE PROCESSING AND TEXTILES ",N/A,48.03,Leatherworking and Upholstery.
8605,MANUFACTURING,"WOOD, WOOD PRODUCTS AND PAPER ",N/A,3.05,Forestry.
8606,MANUFACTURING,INDUSTRIAL CHEMICALS AND RELATED PRODUCTS,N/A,15.06,Industrial Production Technologies/Technicians.
8607,MANUFACTURING,AGRICULTURAL CHEMICALS,N/A,1.03,Agricultural Production Operations.
8608,MANUFACTURING,HUMAN PHARMACEUTICAL PRODUCTS,N/A,51.20,"Pharmacy, Pharmaceutical Sciences, and Administration."
8609,MANUFACTURING,VETERINARY PHARMACEUTICAL PRODUCTS,N/A,51.24,Veterinary Medicine.
8610,MANUFACTURING,"CERAMICS, GLASS AND INDUSTRIAL MINERAL PRODUCTS ",N/A,14.06,Ceramic Sciences and Engineering.
8611,MANUFACTURING,"BASIC METAL PRODUCTS (INCL. SMELTING, ROLLING, DRAWING AND EXTRUDING) ",N/A,14.20,Metallurgical Engineering.
8612,MANUFACTURING,FABRICATED METAL PRODUCTS,N/A,48.05,Precision Metal Working.
8613,MANUFACTURING,TRANSPORT EQUIPMENT,N/A,49.99,"Transportation and Materials Moving, Other."
8614,MANUFACTURING,MACHINERY AND EQUIPMENT,N/A,48.99,"Precision Production, Other."
8615,MANUFACTURING,INSTRUMENTATION,N/A,15.04,Electromechanical Instrumentation and Maintenance Technologies/Technicians.
8616,MANUFACTURING,COMPUTER HARDWARE AND ELECTRONIC EQUIPMENT,N/A,14.09,Computer Engineering.
8617,MANUFACTURING,COMMUNICATION EQUIPMENT,N/A,9.07,"Radio, Television, and Digital Communication."
8698,MANUFACTURING,ENVIRONMENTALLY SUSTAINABLE MANUFACTURING,N/A,14.35,Industrial Engineering.
8699,MANUFACTURING,OTHER MANUFACTURING,N/A,15.06,Industrial Production Technologies/Technicians.
8701,CONSTRUCTION,CONSTRUCTION PLANNING,N/A,46.04,"Building/Construction Finishing, Management, and Inspection."
8702,CONSTRUCTION,CONSTRUCTION DESIGN,N/A,46.04,"Building/Construction Finishing, Management, and Inspection."
8703,CONSTRUCTION,CONSTRUCTION MATERIALS PERFORMANCE AND PROCESSES,N/A,46.04,"Building/Construction Finishing, Management, and Inspection."
8704,CONSTRUCTION,CONSTRUCTION PROCESSES,N/A,46.04,"Building/Construction Finishing, Management, and Inspection."
8705,CONSTRUCTION,BUILDING MANAGEMENT AND SERVICES,N/A,46.04,"Building/Construction Finishing, Management, and Inspection."
8798,CONSTRUCTION,ENVIRONMENTALLY SUSTAINABLE CONSTRUCTION,N/A,46.04,"Building/Construction Finishing, Management, and Inspection."
8799,CONSTRUCTION,OTHER CONSTRUCTION,N/A,46.04,"Building/Construction Finishing, Management, and Inspection."
8801,TRANSPORT,GROUND TRANSPORT,N/A,49.02,Ground Transportation.
8802,TRANSPORT,WATER TRANSPORT,N/A,49.99,"Transportation and Materials Moving, Other."
8803,TRANSPORT,AEROSPACE TRANSPORT,N/A,49.01,Air Transportation.
8898,TRANSPORT,ENVIRONMENTALLY SUSTAINABLE TRANSPORT,N/A,49.99,"Transportation and Materials Moving, Other."
8899,TRANSPORT,OTHER TRANSPORT,N/A,49.99,"Transportation and Materials Moving, Other."
8901,INFORMATION AND COMMUNICATION SERVICES,COMMUNICATION NETWORKS AND SERVICES,N/A,11.09,Computer Systems Networking and Telecommunications.
8902,INFORMATION AND COMMUNICATION SERVICES,COMPUTER SOFTWARE AND SERVICES,N/A,11.08,Computer Software and Media Applications.
8903,INFORMATION AND COMMUNICATION SERVICES,INFORMATION SERVICES,N/A,11.04,Information Science/Studies.
8904,INFORMATION AND COMMUNICATION SERVICES,MEDIA SERVICES,N/A,11.08,Computer Software and Media Applications.
8998,INFORMATION AND COMMUNICATION SERVICES,ENVIRONMENTALLY SUSTAINABLE INFORMATION AND COMMUNICATION SERVICES,N/A,11.01,"Computer and Information Sciences, General."
8999,INFORMATION AND COMMUNICATION SERVICES,OTHER INFORMATION AND COMMUNICATION SERVICES,N/A,11.01,"Computer and Information Sciences, General."
9001,COMMERCIAL SERVICES AND TOURISM,FINANCIAL SERVICES,N/A,52.08,Finance and Financial Management Services.
9002,COMMERCIAL SERVICES AND TOURISM,"PROPERTY, BUSINESS SUPPORT SERVICES AND TRADE ",N/A,52.09,Hospitality Administration/Management.
9003,COMMERCIAL SERVICES AND TOURISM,TOURISM,N/A,52.09,Hospitality Administration/Management.
9004,COMMERCIAL SERVICES AND TOURISM,WATER AND WASTE SERVICES,N/A,14.14,Environmental/Environmental Health Engineering.
9098,COMMERCIAL SERVICES AND TOURISM,ENVIRONMENTALLY SUSTAINABLE COMMERCIAL SERVICES AND TOURISM,N/A,52.09,Hospitality Administration/Management.
9099,COMMERCIAL SERVICES AND TOURISM,OTHER COMMERCIAL SERVICES AND TOURISM,N/A,52.09,Hospitality Administration/Management.
9101,ECONOMIC FRAMEWORK,MACROECONOMICS,N/A,45.06,Economics.
