Low Level ID,Low Level Name,Mid Level ID,Mid Level Name,High Level ID,High Level Name
"01.02.01","Agricultural Mechanization, General.","1.02","Agricultural Mechanization.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.02.04","Agricultural Power Machinery Operation.","1.02","Agricultural Mechanization.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.02.05","Agricultural Mechanics and Equipment/Machine Technology.","1.02","Agricultural Mechanization.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.02.99","Agricultural Mechanization, Other.","1.02","Agricultural Mechanization.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"1.03","Agricultural Production Operations.","1.03","Agricultural Production Operations.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.03.01","Agricultural Production Operations, General.","1.03","Agricultural Production Operations.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.03.02","Animal/Livestock Husbandry and Production.","1.03","Agricultural Production Operations.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.03.03","Aquaculture.","1.03","Agricultural Production Operations.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.03.04","Crop Production.","1.03","Agricultural Production Operations.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.03.06","Dairy Husbandry and Production.","1.03","Agricultural Production Operations.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.03.07","Horse Husbandry/Equine Science and Management.","1.03","Agricultural Production Operations.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.03.08","Agroecology and Sustainable Agriculture.","1.03","Agricultural Production Operations.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.03.09","Viticulture and Enology.","1.03","Agricultural Production Operations.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.03.99","Agricultural Production Operations, Other.","1.03","Agricultural Production Operations.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"1.04","Agricultural and Food Products Processing.","1.04","Agricultural and Food Products Processing.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.04.01","Agricultural and Food Products Processing.","1.04","Agricultural and Food Products Processing.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"1.05","Agricultural and Domestic Animal Services.","1.05","Agricultural and Domestic Animal Services.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.05.04","Dog/Pet/Animal Grooming.","1.05","Agricultural and Domestic Animal Services.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.05.05","Animal Training.","1.05","Agricultural and Domestic Animal Services.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.05.07","Equestrian/Equine Studies.","1.05","Agricultural and Domestic Animal Services.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.05.08","Taxidermy/Taxidermist.","1.05","Agricultural and Domestic Animal Services.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.05.99","Agricultural and Domestic Animal Services, Other.","1.05","Agricultural and Domestic Animal Services.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"1.06","Applied Horticulture and Horticultural Business Services.","1.06","Applied Horticulture and Horticultural Business Services.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.06.01","Applied Horticulture/Horticulture Operations, General.","1.06","Applied Horticulture and Horticultural Business Services.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.06.03","Ornamental Horticulture.","1.06","Applied Horticulture and Horticultural Business Services.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.06.04","Greenhouse Operations and Management.","1.06","Applied Horticulture and Horticultural Business Services.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.06.05","Landscaping and Groundskeeping.","1.06","Applied Horticulture and Horticultural Business Services.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.06.06","Plant Nursery Operations and Management.","1.06","Applied Horticulture and Horticultural Business Services.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.06.07","Turf and Turfgrass Management.","1.06","Applied Horticulture and Horticultural Business Services.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.06.08","Floriculture/Floristry Operations and Management.","1.06","Applied Horticulture and Horticultural Business Services.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.06.99","Applied Horticulture/Horticultural Business Services, Other.","1.06","Applied Horticulture and Horticultural Business Services.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"1.07","International Agriculture.","1.07","International Agriculture.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.07.01","International Agriculture.","1.07","International Agriculture.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"1.08","Agricultural Public Services.","1.08","Agricultural Public Services.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.08.01","Agricultural and Extension Education Services.","1.08","Agricultural Public Services.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.08.02","Agricultural Communication/Journalism.","1.08","Agricultural Public Services.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.08.99","Agricultural Public Services, Other.","1.08","Agricultural Public Services.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"1.09","Animal Sciences.","1.09","Animal Sciences.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.09.01","Animal Sciences, General.","1.09","Animal Sciences.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.09.02","Agricultural Animal Breeding.","1.09","Animal Sciences.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.09.03","Animal Health.","1.09","Animal Sciences.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.09.04","Animal Nutrition.","1.09","Animal Sciences.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.09.05","Dairy Science.","1.09","Animal Sciences.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.09.06","Livestock Management.","1.09","Animal Sciences.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.09.07","Poultry Science.","1.09","Animal Sciences.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.09.99","Animal Sciences, Other.","1.09","Animal Sciences.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"1.1","Food Science and Technology.","1.1","Food Science and Technology.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.10.01","Food Science.","1.1","Food Science and Technology.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.10.02","Food Technology and Processing.","1.1","Food Science and Technology.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.10.99","Food Science and Technology, Other.","1.1","Food Science and Technology.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"1.11","Plant Sciences.","1.11","Plant Sciences.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.11.01","Plant Sciences, General.","1.11","Plant Sciences.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.11.02","Agronomy and Crop Science.","1.11","Plant Sciences.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.11.03","Horticultural Science.","1.11","Plant Sciences.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.11.04","Agricultural and Horticultural Plant Breeding.","1.11","Plant Sciences.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.11.05","Plant Protection and Integrated Pest Management.","1.11","Plant Sciences.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.11.06","Range Science and Management.","1.11","Plant Sciences.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.11.99","Plant Sciences, Other.","1.11","Plant Sciences.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"1.12","Soil Sciences.","1.12","Soil Sciences.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.12.01","Soil Science and Agronomy, General.","1.12","Soil Sciences.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.12.02","Soil Chemistry and Physics.","1.12","Soil Sciences.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.12.03","Soil Microbiology.","1.12","Soil Sciences.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.12.99","Soil Sciences, Other.","1.12","Soil Sciences.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"1.99","Agriculture, Agriculture Operations, and Related Sciences, Other.","1.99","Agriculture, Agriculture Operations, and Related Sciences, Other.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"01.99.99","Agriculture, Agriculture Operations, and Related Sciences, Other.","1.99","Agriculture, Agriculture Operations, and Related Sciences, Other.","1","AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES."
"3","NATURAL RESOURCES AND CONSERVATION.","3","NATURAL RESOURCES AND CONSERVATION.","3","NATURAL RESOURCES AND CONSERVATION."
"3.01","Natural Resources Conservation and Research.","3.01","Natural Resources Conservation and Research.","3","NATURAL RESOURCES AND CONSERVATION."
"03.01.01","Natural Resources/Conservation, General.","3.01","Natural Resources Conservation and Research.","3","NATURAL RESOURCES AND CONSERVATION."
"03.01.03","Environmental Studies.","3.01","Natural Resources Conservation and Research.","3","NATURAL RESOURCES AND CONSERVATION."
"03.01.04","Environmental Science.","3.01","Natural Resources Conservation and Research.","3","NATURAL RESOURCES AND CONSERVATION."
"03.01.99","Natural Resources Conservation and Research, Other.","3.01","Natural Resources Conservation and Research.","3","NATURAL RESOURCES AND CONSERVATION."
"3.02","Natural Resources Management and Policy.","3.02","Natural Resources Management and Policy.","3","NATURAL RESOURCES AND CONSERVATION."
"03.02.01","Natural Resources Management and Policy.","3.02","Natural Resources Management and Policy.","3","NATURAL RESOURCES AND CONSERVATION."
"03.02.04","Natural Resource Economics.","3.02","Natural Resources Management and Policy.","3","NATURAL RESOURCES AND CONSERVATION."
"03.02.05","Water, Wetlands, and Marine Resources Management.","3.02","Natural Resources Management and Policy.","3","NATURAL RESOURCES AND CONSERVATION."
"03.02.06","Land Use Planning and Management/Development.","3.02","Natural Resources Management and Policy.","3","NATURAL RESOURCES AND CONSERVATION."
"03.02.07","Natural Resource Recreation and Tourism.","3.02","Natural Resources Management and Policy.","3","NATURAL RESOURCES AND CONSERVATION."
"03.02.08","Natural Resources Law Enforcement and Protective Services.","3.02","Natural Resources Management and Policy.","3","NATURAL RESOURCES AND CONSERVATION."
"03.02.99","Natural Resources Management and Policy, Other.","3.02","Natural Resources Management and Policy.","3","NATURAL RESOURCES AND CONSERVATION."
"3.03","Fishing and Fisheries Sciences and Management.","3.03","Fishing and Fisheries Sciences and Management.","3","NATURAL RESOURCES AND CONSERVATION."
"03.03.01","Fishing and Fisheries Sciences and Management.","3.03","Fishing and Fisheries Sciences and Management.","3","NATURAL RESOURCES AND CONSERVATION."
"3.05","Forestry.","3.05","Forestry.","3","NATURAL RESOURCES AND CONSERVATION."
"03.05.01","Forestry, General.","3.05","Forestry.","3","NATURAL RESOURCES AND CONSERVATION."
"03.05.02","Forest Sciences and Biology.","3.05","Forestry.","3","NATURAL RESOURCES AND CONSERVATION."
"03.05.06","Forest Management/Forest Resources Management.","3.05","Forestry.","3","NATURAL RESOURCES AND CONSERVATION."
"03.05.08","Urban Forestry.","3.05","Forestry.","3","NATURAL RESOURCES AND CONSERVATION."
"03.05.09","Wood Science and Wood Products/Pulp and Paper Technology.","3.05","Forestry.","3","NATURAL RESOURCES AND CONSERVATION."
"03.05.10","Forest Resources Production and Management.","3.05","Forestry.","3","NATURAL RESOURCES AND CONSERVATION."
"03.05.11","Forest Technology/Technician.","3.05","Forestry.","3","NATURAL RESOURCES AND CONSERVATION."
"03.05.99","Forestry, Other.","3.05","Forestry.","3","NATURAL RESOURCES AND CONSERVATION."
"3.06","Wildlife and Wildlands Science and Management.","3.06","Wildlife and Wildlands Science and Management.","3","NATURAL RESOURCES AND CONSERVATION."
"03.06.01","Wildlife, Fish and Wildlands Science and Management.","3.06","Wildlife and Wildlands Science and Management.","3","NATURAL RESOURCES AND CONSERVATION."
"3.99","Natural Resources and Conservation, Other.","3.99","Natural Resources and Conservation, Other.","3","NATURAL RESOURCES AND CONSERVATION."
"03.99.99","Natural Resources and Conservation, Other.","3.99","Natural Resources and Conservation, Other.","3","NATURAL RESOURCES AND CONSERVATION."
"4","ARCHITECTURE AND RELATED SERVICES.","4","ARCHITECTURE AND RELATED SERVICES.","4","ARCHITECTURE AND RELATED SERVICES."
"4.02","Architecture.","4.02","Architecture.","4","ARCHITECTURE AND RELATED SERVICES."
"04.02.01","Architecture.","4.02","Architecture.","4","ARCHITECTURE AND RELATED SERVICES."
"4.03","City/Urban, Community and Regional Planning.","4.03","City/Urban, Community and Regional Planning.","4","ARCHITECTURE AND RELATED SERVICES."
"04.03.01","City/Urban, Community and Regional Planning.","4.03","City/Urban, Community and Regional Planning.","4","ARCHITECTURE AND RELATED SERVICES."
"4.04","Environmental Design.","4.04","Environmental Design.","4","ARCHITECTURE AND RELATED SERVICES."
"04.04.01","Environmental Design/Architecture.","4.04","Environmental Design.","4","ARCHITECTURE AND RELATED SERVICES."
"4.05","Interior Architecture.","4.05","Interior Architecture.","4","ARCHITECTURE AND RELATED SERVICES."
"04.05.01","Interior Architecture.","4.05","Interior Architecture.","4","ARCHITECTURE AND RELATED SERVICES."
"4.06","Landscape Architecture.","4.06","Landscape Architecture.","4","ARCHITECTURE AND RELATED SERVICES."
"04.06.01","Landscape Architecture.","4.06","Landscape Architecture.","4","ARCHITECTURE AND RELATED SERVICES."
"4.08","Architectural History and Criticism.","4.08","Architectural History and Criticism.","4","ARCHITECTURE AND RELATED SERVICES."
"04.08.01","Architectural History and Criticism, General.","4.08","Architectural History and Criticism.","4","ARCHITECTURE AND RELATED SERVICES."
"4.09","Architectural Sciences and Technology.","4.09","Architectural Sciences and Technology.","4","ARCHITECTURE AND RELATED SERVICES."
"04.09.01","Architectural Technology/Technician.","4.09","Architectural Sciences and Technology.","4","ARCHITECTURE AND RELATED SERVICES."
"04.09.02","Architectural and Building Sciences/Technology.","4.09","Architectural Sciences and Technology.","4","ARCHITECTURE AND RELATED SERVICES."
"04.09.99","Architectural Sciences and Technology, Other.","4.09","Architectural Sciences and Technology.","4","ARCHITECTURE AND RELATED SERVICES."
"4.1","Real Estate Development.","4.1","Real Estate Development.","4","ARCHITECTURE AND RELATED SERVICES."
"04.10.01","Real Estate Development.","4.1","Real Estate Development.","4","ARCHITECTURE AND RELATED SERVICES."
"4.99","Architecture and Related Services, Other.","4.99","Architecture and Related Services, Other.","4","ARCHITECTURE AND RELATED SERVICES."
"04.99.99","Architecture and Related Services, Other.","4.99","Architecture and Related Services, Other.","4","ARCHITECTURE AND RELATED SERVICES."
"5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"5.01","Area Studies.","5.01","Area Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.01.01","African Studies.","5.01","Area Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.01.02","American/United States Studies/Civilization.","5.01","Area Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.01.03","Asian Studies/Civilization.","5.01","Area Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.01.04","East Asian Studies.","5.01","Area Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.01.05","Russian, Central European, East European and Eurasian Studies.","5.01","Area Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.01.06","European Studies/Civilization.","5.01","Area Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.01.07","Latin American Studies.","5.01","Area Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.01.08","Near and Middle Eastern Studies.","5.01","Area Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.01.09","Pacific Area/Pacific Rim Studies.","5.01","Area Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.01.10","Russian Studies.","5.01","Area Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.01.11","Scandinavian Studies.","5.01","Area Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.01.12","South Asian Studies.","5.01","Area Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.01.13","Southeast Asian Studies.","5.01","Area Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.01.14","Western European Studies.","5.01","Area Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.01.15","Canadian Studies.","5.01","Area Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.01.16","Balkans Studies.","5.01","Area Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.01.17","Baltic Studies.","5.01","Area Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.01.18","Slavic Studies.","5.01","Area Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.01.19","Caribbean Studies.","5.01","Area Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.01.20","Ural-Altaic and Central Asian Studies.","5.01","Area Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.01.21","Commonwealth Studies.","5.01","Area Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.01.22","Regional Studies (U.S., Canadian, Foreign)","5.01","Area Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.01.23","Chinese Studies.","5.01","Area Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.01.24","French Studies.","5.01","Area Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.01.25","German Studies.","5.01","Area Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.01.26","Italian Studies.","5.01","Area Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.01.27","Japanese Studies.","5.01","Area Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.01.28","Korean Studies.","5.01","Area Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.01.29","Polish Studies.","5.01","Area Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.01.30","Spanish and Iberian Studies.","5.01","Area Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.01.31","Tibetan Studies.","5.01","Area Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.01.32","Ukraine Studies.","5.01","Area Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.01.33","Irish Studies.","5.01","Area Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.01.34","Latin American and Caribbean Studies.","5.01","Area Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.01.99","Area Studies, Other.","5.01","Area Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"5.02","Ethnic, Cultural Minority, Gender, and Group Studies.","5.02","Ethnic, Cultural Minority, Gender, and Group Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.02.00","Ethnic Studies.","5.02","Ethnic, Cultural Minority, Gender, and Group Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.02.01","African-American/Black Studies.","5.02","Ethnic, Cultural Minority, Gender, and Group Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.02.02","American Indian/Native American Studies.","5.02","Ethnic, Cultural Minority, Gender, and Group Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.02.03","Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies.","5.02","Ethnic, Cultural Minority, Gender, and Group Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.02.06","Asian-American Studies.","5.02","Ethnic, Cultural Minority, Gender, and Group Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.02.07","Women's Studies.","5.02","Ethnic, Cultural Minority, Gender, and Group Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.02.08","Gay/Lesbian Studies.","5.02","Ethnic, Cultural Minority, Gender, and Group Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.02.09","Folklore Studies.","5.02","Ethnic, Cultural Minority, Gender, and Group Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.02.10","Disability Studies.","5.02","Ethnic, Cultural Minority, Gender, and Group Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.02.11","Deaf Studies.","5.02","Ethnic, Cultural Minority, Gender, and Group Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.02.99","Ethnic, Cultural Minority, Gender, and Group Studies, Other.","5.02","Ethnic, Cultural Minority, Gender, and Group Studies.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"5.99","Area, Ethnic, Cultural, and Gender Studies, Other.","5.99","Area, Ethnic, Cultural, and Gender Studies, Other.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"05.99.99","Area, Ethnic, Cultural, and Gender Studies, Other.","5.99","Area, Ethnic, Cultural, and Gender Studies, Other.","5","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES."
"9","COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","9","COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","9","COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS."
"9.01","Communication and Media Studies.","9.01","Communication and Media Studies.","9","COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS."
"09.01.00","Communication, General.","9.01","Communication and Media Studies.","9","COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS."
"09.01.01","Speech Communication and Rhetoric.","9.01","Communication and Media Studies.","9","COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS."
"09.01.02","Mass Communication/Media Studies.","9.01","Communication and Media Studies.","9","COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS."
"09.01.99","Communication and Media Studies, Other.","9.01","Communication and Media Studies.","9","COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS."
"9.04","Journalism.","9.04","Journalism.","9","COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS."
"09.04.01","Journalism.","9.04","Journalism.","9","COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS."
"09.04.02","Broadcast Journalism.","9.04","Journalism.","9","COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS."
"09.04.04","Photojournalism.","9.04","Journalism.","9","COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS."
"09.04.99","Journalism, Other.","9.04","Journalism.","9","COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS."
"9.07","Radio, Television, and Digital Communication.","9.07","Radio, Television, and Digital Communication.","9","COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS."
"09.07.01","Radio and Television.","9.07","Radio, Television, and Digital Communication.","9","COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS."
"09.07.02","Digital Communication and Media/Multimedia.","9.07","Radio, Television, and Digital Communication.","9","COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS."
"09.07.99","Radio, Television, and Digital Communication, Other.","9.07","Radio, Television, and Digital Communication.","9","COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS."
